case_mode	case_n	case_seed	call_idx	candidate_idx	cand_kind	cand_is_same_side_reject	cand_is_accepted	cand_is_other_reject	candidate_elapsed_ms	cand_same_side_probe_ms	cand_same_side_probe_queue_ms	cand_same_side_probe_neighbor_iter_ms	cand_same_side_probe_found_t	cand_same_side_probe_visited_vertices	cand_third_comp_scan_ms	cand_bfs_total_ms	cand_bfs_neighbor_iter_ms	cand_partition_ms	cand_connectivity_check_ms	cand_accept	cand_reject_reason
comb_dense	256	1	1	91	separator_candidate	1	0	0	3.847	1.810	0.028	1.749	1	254	0.000	1.810	1.749	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	92	separator_candidate	1	0	0	3.144	1.476	0.026	1.427	1	254	0.000	1.476	1.427	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	93	separator_candidate	1	0	0	3.468	1.702	0.019	1.414	1	254	0.000	1.702	1.414	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	94	separator_candidate	1	0	0	4.134	2.081	0.158	1.900	1	254	0.000	2.081	1.900	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	95	separator_candidate	1	0	0	4.733	2.241	0.032	2.177	1	254	0.000	2.241	2.177	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	96	separator_candidate	1	0	0	4.867	2.343	0.032	2.281	1	254	0.000	2.343	2.281	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	97	separator_candidate	1	0	0	4.975	2.151	0.030	2.090	1	254	0.000	2.151	2.090	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	98	separator_candidate	1	0	0	4.728	2.544	0.022	2.499	1	254	0.000	2.544	2.499	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	99	separator_candidate	1	0	0	3.699	1.652	0.027	1.594	1	254	0.000	1.652	1.594	0.000	0.000	0	same_side_reject
comb_dense	256	1	1	100	separator_candidate	1	0	0	5.249	2.413	0.030	2.359	1	254	0.000	2.413	2.359	0.000	0.000	0	same_side_reject
